{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 1.0, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.3975, 'prop-target-estimate': 0.74, 'oracle': 0.3975, 'classical': nan, 'supervised': nan, 'iter': 72, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.2175, 'prop-target-estimate': 0.7, 'oracle': 0.2175, 'classical': nan, 'supervised': nan, 'iter': 9, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0725, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 22, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.095, 'prop-target-estimate': 0.75, 'oracle': 0.095, 'classical': nan, 'supervised': nan, 'iter': 22, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.06, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 23, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0275, 'prop-target-estimate': 0.7599999999999999, 'oracle': 0.0275, 'classical': nan, 'supervised': nan, 'iter': 85, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.03, 'supervised': 0.08, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 39, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0425, 'supervised': 0.1, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.3475, 'prop-target-estimate': 0.71875, 'oracle': 0.3475, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0029, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.78125, 'oracle': 0.12, 'classical': nan, 'supervised': nan, 'iter': 43, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 61, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.2125, 'prop-target-estimate': 0.6562500000000001, 'oracle': 0.2125, 'classical': nan, 'supervised': nan, 'iter': 54, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.055, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 19, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0525, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 17, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.35, 'prop-target-estimate': 0.66, 'oracle': 0.35, 'classical': nan, 'supervised': nan, 'iter': 42, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.175, 'prop-target-estimate': 0.8, 'oracle': 0.175, 'classical': nan, 'supervised': nan, 'iter': 14, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.01, 'supervised': 0.055, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.2275, 'prop-target-estimate': 0.84, 'oracle': 0.2275, 'classical': nan, 'supervised': nan, 'iter': 47, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.8125, 'oracle': 0.1625, 'classical': nan, 'supervised': nan, 'iter': 53, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0775, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.055, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 77, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.035, 'supervised': 0.055, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 32, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.275, 'prop-target-estimate': 0.765625, 'oracle': 0.275, 'classical': nan, 'supervised': nan, 'iter': 5, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.875, 'oracle': 0.1325, 'classical': nan, 'supervised': nan, 'iter': 46, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.0275, 'prop-target-estimate': 0.64, 'oracle': 0.0275, 'classical': nan, 'supervised': nan, 'iter': 31, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 25, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.095, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 68, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.6525, 'prop-target-estimate': 0.82, 'oracle': 0.6525, 'classical': nan, 'supervised': nan, 'iter': 26, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.07, 'prop-target-estimate': 0.78125, 'oracle': 0.07, 'classical': nan, 'supervised': nan, 'iter': 81, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.045, 'supervised': 0.095, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.075, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 47, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.1725, 'prop-target-estimate': 0.7600000000000001, 'oracle': 0.1725, 'classical': nan, 'supervised': nan, 'iter': 50, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 27, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.1475, 'prop-target-estimate': 0.875, 'oracle': 0.1475, 'classical': nan, 'supervised': nan, 'iter': 54, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.0675, 'prop-target-estimate': 0.8, 'oracle': 0.0675, 'classical': nan, 'supervised': nan, 'iter': 36, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0725, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 49, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.0075, 'supervised': 0.035, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 16, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.275, 'prop-target-estimate': 0.828125, 'oracle': 0.275, 'classical': nan, 'supervised': nan, 'iter': 3, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.21, 'prop-target-estimate': 0.76, 'oracle': 0.21, 'classical': nan, 'supervised': nan, 'iter': 40, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.0625, 'prop-target-estimate': 0.74, 'oracle': 0.0625, 'classical': nan, 'supervised': nan, 'iter': 17, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.015, 'prop-target-estimate': 0.66, 'oracle': 0.015, 'classical': nan, 'supervised': nan, 'iter': 43, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0925, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 25, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.1075, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 79, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.2225, 'prop-target-estimate': 0.68, 'oracle': 0.2225, 'classical': nan, 'supervised': nan, 'iter': 97, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0925, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0175, 'supervised': 0.1, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 14, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.0725, 'prop-target-estimate': 0.74, 'oracle': 0.0725, 'classical': nan, 'supervised': nan, 'iter': 71, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.2975, 'prop-target-estimate': 0.765625, 'oracle': 0.2975, 'classical': nan, 'supervised': nan, 'iter': 36, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.1925, 'prop-target-estimate': 0.76, 'oracle': 0.1925, 'classical': nan, 'supervised': nan, 'iter': 95, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.3475, 'prop-target-estimate': 0.7, 'oracle': 0.3475, 'classical': nan, 'supervised': nan, 'iter': 60, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.2325, 'prop-target-estimate': 0.8000000000000002, 'oracle': 0.2325, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.065, 'prop-target-estimate': 0.72, 'oracle': 0.065, 'classical': nan, 'supervised': nan, 'iter': 6, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1475, 'prop-target-estimate': 0.84375, 'oracle': 0.1475, 'classical': nan, 'supervised': nan, 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.0375, 'supervised': 0.0925, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 59, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.8125, 'oracle': 0.13, 'classical': nan, 'supervised': nan, 'iter': 47, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.045, 'prop-target-estimate': 0.8, 'oracle': 0.045, 'classical': nan, 'supervised': nan, 'iter': 4, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.09, 'supervised': 0.0225, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 26, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.1675, 'prop-target-estimate': 0.625, 'oracle': 0.1675, 'classical': nan, 'supervised': nan, 'iter': 46, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.74, 'oracle': 0.145, 'classical': nan, 'supervised': nan, 'iter': 27, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.0975, 'prop-target-estimate': 0.625, 'oracle': 0.0975, 'classical': nan, 'supervised': nan, 'iter': 45, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.21, 'prop-target-estimate': 0.7343750000000001, 'oracle': 0.21, 'classical': nan, 'supervised': nan, 'iter': 60, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.3175, 'prop-target-estimate': 0.72, 'oracle': 0.3175, 'classical': nan, 'supervised': nan, 'iter': 91, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.1, 'prop-target-estimate': 0.8125, 'oracle': 0.1, 'classical': nan, 'supervised': nan, 'iter': 89, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0075, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 58, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.0425, 'supervised': 0.12, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 95, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.1525, 'prop-target-estimate': 0.75, 'oracle': 0.1525, 'classical': nan, 'supervised': nan, 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.0475, 'supervised': 0.1, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 8, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0061, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.01, 'supervised': 0.0475, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 80, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.285, 'prop-target-estimate': 0.72, 'oracle': 0.285, 'classical': nan, 'supervised': nan, 'iter': 84, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.4125, 'prop-target-estimate': 0.71484375, 'oracle': 0.4125, 'classical': nan, 'supervised': nan, 'iter': 35, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.0975, 'prop-target-estimate': 0.75, 'oracle': 0.0975, 'classical': nan, 'supervised': nan, 'iter': 10, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0375, 'prop-target-estimate': 0.78, 'oracle': 0.0375, 'classical': nan, 'supervised': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0175, 'supervised': 0.065, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 25, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.085, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 62, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0725, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 45, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.045, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 92, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.125, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 28, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.7441406250000001, 'oracle': 0.12, 'classical': nan, 'supervised': nan, 'iter': 79, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0075, 'supervised': 0.0625, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 30, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.86, 'oracle': 0.115, 'classical': nan, 'supervised': nan, 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1225, 'prop-target-estimate': 0.740234375, 'oracle': 0.1225, 'classical': nan, 'supervised': nan, 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0525, 'prop-target-estimate': 0.8200000000000001, 'oracle': 0.0525, 'classical': nan, 'supervised': nan, 'iter': 43, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.3125, 'prop-target-estimate': 0.7265625, 'oracle': 0.3125, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.1025, 'prop-target-estimate': 0.5, 'oracle': 0.1025, 'classical': nan, 'supervised': nan, 'iter': 96, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0025, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 9, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.42, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.42, 'classical': nan, 'supervised': nan, 'iter': 95, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.0175, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 82, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.006, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.37, 'prop-target-estimate': 0.88, 'oracle': 0.37, 'classical': nan, 'supervised': nan, 'iter': 0, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.1275, 'prop-target-estimate': 0.734375, 'oracle': 0.1275, 'classical': nan, 'supervised': nan, 'iter': 32, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.04, 'supervised': 0.095, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 9, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.035, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 65, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.2775, 'prop-target-estimate': 0.82, 'oracle': 0.2775, 'classical': nan, 'supervised': nan, 'iter': 53, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.06, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 50, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0225, 'supervised': 0.0625, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 40, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 82, 'setup': 'constant-prop-source'}
